path,size_bytes,modified,type
.venv/lib/python3.11/site-packages/pip/_internal/distributions/__pycache__/base.cpython-311.pyc,3212,2025-12-18T12:42:02.973280,.pyc
.venv/lib/python3.11/site-packages/pip/_internal/distributions/__pycache__/installed.cpython-311.pyc,1931,2025-12-18T12:42:02.973557,.pyc
.venv/lib/python3.11/site-packages/pip/_internal/distributions/__pycache__/wheel.cpython-311.pyc,2524,2025-12-18T12:42:02.974546,.pyc
.venv/lib/python3.11/site-packages/pip/_internal/distributions/__pycache__/__init__.cpython-311.pyc,1047,2025-12-18T12:42:02.972902,.pyc
.venv/lib/python3.11/site-packages/pip/_internal/distributions/__pycache__/sdist.cpython-311.pyc,9211,2025-12-18T12:42:02.974241,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/vendor.txt,343,2025-12-18T12:42:02.850707,.txt
.venv/lib/python3.11/site-packages/pip/_vendor/__init__.py,4907,2025-12-18T12:42:02.850611,.py
.venv/lib/python3.11/site-packages/pip/_vendor/README.rst,9394,2025-12-18T12:42:02.850498,.rst
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/tags.py,22745,2025-12-18T12:42:02.872207,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_musllinux.py,2694,2025-12-18T12:42:02.870377,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/metadata.py,34739,2025-12-18T12:42:02.871515,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/version.py,16688,2025-12-18T12:42:02.872511,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/LICENSE,197,2025-12-18T12:42:02.869082,no_ext
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/LICENSE.APACHE,10174,2025-12-18T12:42:02.869262,.APACHE
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__init__.py,494,2025-12-18T12:42:02.869558,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_parser.py,10221,2025-12-18T12:42:02.870833,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/LICENSE.BSD,1344,2025-12-18T12:42:02.869397,.BSD
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/utils.py,5050,2025-12-18T12:42:02.872361,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/requirements.py,2947,2025-12-18T12:42:02.871785,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_structures.py,1431,2025-12-18T12:42:02.871003,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/markers.py,12049,2025-12-18T12:42:02.871333,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/py.typed,0,2025-12-18T12:42:02.871604,.typed
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_manylinux.py,9596,2025-12-18T12:42:02.870241,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_tokenizer.py,5310,2025-12-18T12:42:02.871166,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/specifiers.py,40079,2025-12-18T12:42:02.872032,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_elffile.py,3286,2025-12-18T12:42:02.870028,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/licenses/__init__.py,5727,2025-12-18T12:42:02.872703,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/licenses/_spdx.py,48398,2025-12-18T12:42:02.872866,.py
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/licenses/__pycache__/_spdx.cpython-311.pyc,50276,2025-12-18T12:42:03.177493,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/licenses/__pycache__/__init__.cpython-311.pyc,5064,2025-12-18T12:42:03.173351,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/markers.cpython-311.pyc,14692,2025-12-18T12:42:03.178850,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/requirements.cpython-311.pyc,4733,2025-12-18T12:42:03.181768,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/_musllinux.cpython-311.pyc,5319,2025-12-18T12:42:03.169549,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/tags.cpython-311.pyc,27630,2025-12-18T12:42:03.188111,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/utils.cpython-311.pyc,7594,2025-12-18T12:42:03.189052,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/metadata.cpython-311.pyc,31092,2025-12-18T12:42:03.181168,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/_tokenizer.cpython-311.pyc,8595,2025-12-18T12:42:03.172728,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/_manylinux.cpython-311.pyc,10952,2025-12-18T12:42:03.168812,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/_parser.cpython-311.pyc,16289,2025-12-18T12:42:03.171319,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/_elffile.cpython-311.pyc,5511,2025-12-18T12:42:03.167825,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/version.cpython-311.pyc,21993,2025-12-18T12:42:03.190505,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/specifiers.cpython-311.pyc,41541,2025-12-18T12:42:03.183793,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/__init__.cpython-311.pyc,568,2025-12-18T12:42:03.167201,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__/_structures.cpython-311.pyc,3692,2025-12-18T12:42:03.171925,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/_openssl.py,2412,2025-12-18T12:42:02.897318,.py
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/LICENSE,1086,2025-12-18T12:42:02.896632,no_ext
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/_api.py,11413,2025-12-18T12:42:02.896896,.py
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/_macos.py,20503,2025-12-18T12:42:02.897100,.py
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/__init__.py,1320,2025-12-18T12:42:02.896747,.py
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/_ssl_constants.py,1130,2025-12-18T12:42:02.897498,.py
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/py.typed,0,2025-12-18T12:42:02.897845,.typed
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/_windows.py,17993,2025-12-18T12:42:02.897755,.py
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/__pycache__/_windows.cpython-311.pyc,17552,2025-12-18T12:42:03.436785,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/__pycache__/_macos.cpython-311.pyc,19831,2025-12-18T12:42:03.433613,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/__pycache__/_api.cpython-311.pyc,18907,2025-12-18T12:42:03.431933,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/__pycache__/_openssl.cpython-311.pyc,2405,2025-12-18T12:42:03.434148,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/__pycache__/_ssl_constants.cpython-311.pyc,1129,2025-12-18T12:42:03.434536,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/truststore/__pycache__/__init__.cpython-311.pyc,1567,2025-12-18T12:42:03.430500,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/__init__.py,1109,2025-12-18T12:42:02.868511,.py
.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/COPYING,614,2025-12-18T12:42:02.868373,no_ext
.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/exceptions.py,1081,2025-12-18T12:42:02.868634,.py
.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/fallback.py,32390,2025-12-18T12:42:02.868927,.py
.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/ext.py,5726,2025-12-18T12:42:02.868759,.py
.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/__pycache__/fallback.cpython-311.pyc,44778,2025-12-18T12:42:03.166766,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/__pycache__/exceptions.cpython-311.pyc,2385,2025-12-18T12:42:03.162961,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/__pycache__/ext.cpython-311.pyc,8737,2025-12-18T12:42:03.163728,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/__pycache__/__init__.cpython-311.pyc,1988,2025-12-18T12:42:03.162565,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/_lint_dependency_groups.py,1710,2025-12-18T12:42:02.859779,.py
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/__init__.py,250,2025-12-18T12:42:02.857883,.py
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/_pip_wrapper.py,1865,2025-12-18T12:42:02.860204,.py
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/_implementation.py,8041,2025-12-18T12:42:02.859345,.py
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/py.typed,0,2025-12-18T12:42:02.860791,.typed
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/_toml_compat.py,285,2025-12-18T12:42:02.860724,.py
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/LICENSE.txt,1099,2025-12-18T12:42:02.857742,.txt
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/__main__.py,1709,2025-12-18T12:42:02.858163,.py
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/__pycache__/_implementation.cpython-311.pyc,10735,2025-12-18T12:42:03.096351,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/__pycache__/_toml_compat.cpython-311.pyc,532,2025-12-18T12:42:03.097557,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/__pycache__/_pip_wrapper.cpython-311.pyc,3963,2025-12-18T12:42:03.097273,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/__pycache__/_lint_dependency_groups.cpython-311.pyc,3304,2025-12-18T12:42:03.096807,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/__pycache__/__init__.cpython-311.pyc,436,2025-12-18T12:42:03.095023,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/dependency_groups/__pycache__/__main__.cpython-311.pyc,3123,2025-12-18T12:42:03.095434,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/modeline.py,1005,2025-12-18T12:42:02.876273,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/console.py,1718,2025-12-18T12:42:02.875699,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/scanner.py,3092,2025-12-18T12:42:02.876726,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/formatter.py,4390,2025-12-18T12:42:02.875962,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/token.py,6226,2025-12-18T12:42:02.877126,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/LICENSE,1331,2025-12-18T12:42:02.875348,no_ext
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/style.py,6420,2025-12-18T12:42:02.876994,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/util.py,10031,2025-12-18T12:42:02.877482,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/sphinxext.py,7981,2025-12-18T12:42:02.876861,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__init__.py,2983,2025-12-18T12:42:02.875466,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/unistring.py,63208,2025-12-18T12:42:02.877337,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexer.py,35349,2025-12-18T12:42:02.876140,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/regexopt.py,3072,2025-12-18T12:42:02.876595,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/plugin.py,1891,2025-12-18T12:42:02.876462,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/filter.py,1910,2025-12-18T12:42:02.875833,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__main__.py,353,2025-12-18T12:42:02.875576,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/filters/__init__.py,40392,2025-12-18T12:42:02.877676,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/filters/__pycache__/__init__.cpython-311.pyc,40171,2025-12-18T12:42:03.213746,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexers/__init__.py,12115,2025-12-18T12:42:02.878136,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexers/python.py,53853,2025-12-18T12:42:02.878861,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexers/_mapping.py,77602,2025-12-18T12:42:02.878354,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexers/__pycache__/python.cpython-311.pyc,43619,2025-12-18T12:42:03.235131,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexers/__pycache__/_mapping.cpython-311.pyc,70274,2025-12-18T12:42:03.230811,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexers/__pycache__/__init__.cpython-311.pyc,16441,2025-12-18T12:42:03.222354,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/formatters/__init__.py,5385,2025-12-18T12:42:02.877825,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/formatters/_mapping.py,4176,2025-12-18T12:42:02.877936,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/formatters/__pycache__/_mapping.cpython-311.pyc,4230,2025-12-18T12:42:03.216576,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/formatters/__pycache__/__init__.cpython-311.pyc,7787,2025-12-18T12:42:03.215747,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/scanner.cpython-311.pyc,4893,2025-12-18T12:42:03.239475,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/regexopt.cpython-311.pyc,5038,2025-12-18T12:42:03.238838,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/formatter.cpython-311.pyc,4988,2025-12-18T12:42:03.214622,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/plugin.cpython-311.pyc,2866,2025-12-18T12:42:03.236782,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/lexer.cpython-311.pyc,42361,2025-12-18T12:42:03.220712,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/style.cpython-311.pyc,7476,2025-12-18T12:42:03.241542,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/token.cpython-311.pyc,7511,2025-12-18T12:42:03.243403,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/modeline.cpython-311.pyc,1732,2025-12-18T12:42:03.235697,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/unistring.cpython-311.pyc,33854,2025-12-18T12:42:03.245495,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/util.cpython-311.pyc,15805,2025-12-18T12:42:03.247006,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/filter.cpython-311.pyc,3505,2025-12-18T12:42:03.210680,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/sphinxext.cpython-311.pyc,14026,2025-12-18T12:42:03.240664,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/console.cpython-311.pyc,3058,2025-12-18T12:42:03.210292,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/__init__.cpython-311.pyc,3839,2025-12-18T12:42:03.209646,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__/__main__.cpython-311.pyc,788,2025-12-18T12:42:03.209888,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/styles/__init__.py,2042,2025-12-18T12:42:02.879016,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/styles/_mapping.py,3312,2025-12-18T12:42:02.879118,.py
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/styles/__pycache__/_mapping.cpython-311.pyc,3678,2025-12-18T12:42:03.242656,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/pygments/styles/__pycache__/__init__.cpython-311.pyc,3116,2025-12-18T12:42:03.242077,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/w64-arm.exe,168448,2025-12-18T12:42:02.864452,.exe
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/w32.exe,91648,2025-12-18T12:42:02.863933,.exe
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/compat.py,41467,2025-12-18T12:42:02.861308,.py
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,66682,2025-12-18T12:42:02.863607,.py
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/t32.exe,97792,2025-12-18T12:42:02.862313,.exe
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/__init__.py,625,2025-12-18T12:42:02.861121,.py
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/w64.exe,101888,2025-12-18T12:42:02.864818,.exe
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/resources.py,10820,2025-12-18T12:42:02.861480,.py
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/t64-arm.exe,182784,2025-12-18T12:42:02.862886,.exe
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/scripts.py,18612,2025-12-18T12:42:02.861931,.py
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/LICENSE.txt,14531,2025-12-18T12:42:02.861010,.txt
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/t64.exe,108032,2025-12-18T12:42:02.863310,.exe
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/__pycache__/compat.cpython-311.pyc,52409,2025-12-18T12:42:03.101322,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/__pycache__/resources.cpython-311.pyc,19000,2025-12-18T12:42:03.102880,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/__pycache__/scripts.cpython-311.pyc,21510,2025-12-18T12:42:03.104900,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/__pycache__/util.cpython-311.pyc,98182,2025-12-18T12:42:03.113408,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/distlib/__pycache__/__init__.cpython-311.pyc,1475,2025-12-18T12:42:03.097943,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/distro/LICENSE,11325,2025-12-18T12:42:02.865065,no_ext
.venv/lib/python3.11/site-packages/pip/_vendor/distro/__init__.py,981,2025-12-18T12:42:02.865185,.py
.venv/lib/python3.11/site-packages/pip/_vendor/distro/py.typed,0,2025-12-18T12:42:02.865988,.typed
.venv/lib/python3.11/site-packages/pip/_vendor/distro/distro.py,49430,2025-12-18T12:42:02.865878,.py
.venv/lib/python3.11/site-packages/pip/_vendor/distro/__main__.py,64,2025-12-18T12:42:02.865302,.py
.venv/lib/python3.11/site-packages/pip/_vendor/distro/__pycache__/distro.cpython-311.pyc,57828,2025-12-18T12:42:03.116521,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/distro/__pycache__/__init__.cpython-311.pyc,1204,2025-12-18T12:42:03.113953,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/distro/__pycache__/__main__.cpython-311.pyc,338,2025-12-18T12:42:03.114238,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/serialize.py,5163,2025-12-18T12:42:02.852164,.py
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/wrapper.py,1417,2025-12-18T12:42:02.852280,.py
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/controller.py,19101,2025-12-18T12:42:02.851605,.py
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/filewrapper.py,4291,2025-12-18T12:42:02.851763,.py
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/heuristics.py,4881,2025-12-18T12:42:02.851901,.py
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/adapter.py,6599,2025-12-18T12:42:02.851279,.py
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/cache.py,1953,2025-12-18T12:42:02.851451,.py
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/__init__.py,677,2025-12-18T12:42:02.850980,.py
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/py.typed,0,2025-12-18T12:42:02.852003,.typed
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/LICENSE.txt,558,2025-12-18T12:42:02.850850,.txt
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/_cmd.py,1737,2025-12-18T12:42:02.851097,.py
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/__pycache__/controller.cpython-311.pyc,18587,2025-12-18T12:42:03.091410,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/__pycache__/serialize.cpython-311.pyc,5946,2025-12-18T12:42:03.093412,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/__pycache__/filewrapper.cpython-311.pyc,4765,2025-12-18T12:42:03.092023,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/__pycache__/_cmd.cpython-311.pyc,3036,2025-12-18T12:42:03.085438,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/__pycache__/adapter.cpython-311.pyc,7140,2025-12-18T12:42:03.086488,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/__pycache__/cache.cpython-311.pyc,4509,2025-12-18T12:42:03.087612,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/__pycache__/wrapper.cpython-311.pyc,1877,2025-12-18T12:42:03.093775,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/__pycache__/heuristics.cpython-311.pyc,7576,2025-12-18T12:42:03.092736,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/__pycache__/__init__.cpython-311.pyc,985,2025-12-18T12:42:03.084447,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/caches/file_cache.py,4117,2025-12-18T12:42:02.852580,.py
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/caches/__init__.py,303,2025-12-18T12:42:02.852452,.py
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/caches/redis_cache.py,1386,2025-12-18T12:42:02.853475,.py
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/caches/__pycache__/file_cache.cpython-311.pyc,8211,2025-12-18T12:42:03.089200,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/caches/__pycache__/redis_cache.cpython-311.pyc,3093,2025-12-18T12:42:03.089704,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/caches/__pycache__/__init__.cpython-311.pyc,486,2025-12-18T12:42:03.088282,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/idna/LICENSE.md,1541,2025-12-18T12:42:02.866213,.md
.venv/lib/python3.11/site-packages/pip/_vendor/idna/intranges.py,1898,2025-12-18T12:42:02.867212,.py
.venv/lib/python3.11/site-packages/pip/_vendor/idna/package_data.py,21,2025-12-18T12:42:02.867332,.py
.venv/lib/python3.11/site-packages/pip/_vendor/idna/compat.py,316,2025-12-18T12:42:02.866591,.py
.venv/lib/python3.11/site-packages/pip/_vendor/idna/idnadata.py,78306,2025-12-18T12:42:02.866966,.py
.venv/lib/python3.11/site-packages/pip/_vendor/idna/__init__.py,868,2025-12-18T12:42:02.866351,.py
.venv/lib/python3.11/site-packages/pip/_vendor/idna/core.py,13239,2025-12-18T12:42:02.866746,.py
.venv/lib/python3.11/site-packages/pip/_vendor/idna/py.typed,0,2025-12-18T12:42:02.867414,.typed
.venv/lib/python3.11/site-packages/pip/_vendor/idna/codec.py,3422,2025-12-18T12:42:02.866475,.py
.venv/lib/python3.11/site-packages/pip/_vendor/idna/uts46data.py,239289,2025-12-18T12:42:02.867810,.py
.venv/lib/python3.11/site-packages/pip/_vendor/idna/__pycache__/codec.cpython-311.pyc,5792,2025-12-18T12:42:03.117558,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/idna/__pycache__/core.cpython-311.pyc,19279,2025-12-18T12:42:03.120009,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/idna/__pycache__/compat.cpython-311.pyc,1032,2025-12-18T12:42:03.117842,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/idna/__pycache__/idnadata.cpython-311.pyc,101551,2025-12-18T12:42:03.126541,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/idna/__pycache__/package_data.cpython-311.pyc,226,2025-12-18T12:42:03.127415,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/idna/__pycache__/uts46data.cpython-311.pyc,163181,2025-12-18T12:42:03.161615,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/idna/__pycache__/intranges.cpython-311.pyc,2990,2025-12-18T12:42:03.127156,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/idna/__pycache__/__init__.cpython-311.pyc,1110,2025-12-18T12:42:03.116898,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/__pycache__/__init__.cpython-311.pyc,5491,2025-12-18T12:42:03.084091,.pyc
.venv/lib/python3.11/site-packages/pip/_vendor/requests/cookies.py,18590,2025-12-18T12:42:02.881554,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/auth.py,10186,2025-12-18T12:42:02.880789,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/sessions.py,30503,2025-12-18T12:42:02.882402,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/hooks.py,733,2025-12-18T12:42:02.881951,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/compat.py,1822,2025-12-18T12:42:02.881398,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/LICENSE,10142,2025-12-18T12:42:02.880086,no_ext
.venv/lib/python3.11/site-packages/pip/_vendor/requests/models.py,35575,2025-12-18T12:42:02.882137,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/certs.py,441,2025-12-18T12:42:02.881230,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/__init__.py,5057,2025-12-18T12:42:02.880192,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/status_codes.py,4322,2025-12-18T12:42:02.882512,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/packages.py,1057,2025-12-18T12:42:02.882255,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/__version__.py,435,2025-12-18T12:42:02.880283,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/api.py,6449,2025-12-18T12:42:02.880657,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/_internal_utils.py,1495,2025-12-18T12:42:02.880375,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/utils.py,33225,2025-12-18T12:42:02.882777,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/exceptions.py,4272,2025-12-18T12:42:02.881697,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/structures.py,2912,2025-12-18T12:42:02.882621,.py
.venv/lib/python3.11/site-packages/pip/_vendor/requests/help.py,3813,2025-12-18T12:42:02.881819,.py
